fecha,MWh,temperatura,dia_semana
11/10/09,123556,22.7,7
12/10/09,140282,22.6,1
13/10/09,147995,22.7,2
14/10/09,151768,23.3,3
15/10/09,152332,23.2,4
16/10/09,151772,23.1,5
17/10/09,145941,21.6,6
18/10/09,127433,21.8,7
19/10/09,144032,20.2,1
20/10/09,150172,21.3,2
21/10/09,149574,22.1,3
22/10/09,151019,21.8,4
23/10/09,150852,21.7,5
24/10/09,144247,21.5,6
25/10/09,130645,21.1,7
26/10/09,141290,21.3,1
27/10/09,146973,20.1,2
28/10/09,146120,21.4,3
29/10/09,147820,21.4,4
30/10/09,146115,20.8,5
31/10/09,138819,19.5,6
01/11/09,123828,19.3,7
02/11/09,131187,20.1,1
03/11/09,144216,19.8,2
04/11/09,149074,19.4,3
05/11/09,149827,18.7,4
06/11/09,149746,18.2,5
07/11/09,142871,18.5,6
08/11/09,128933,19.1,7
09/11/09,142537,19.3,1
10/11/09,148972,19.8,2
11/11/09,149507,20.1,3
12/11/09,150417,19.1,4
13/11/09,151420,18.9,5
14/11/09,141251,19.5,6
15/11/09,132108,19.6,7
16/11/09,133515,19.5,1
17/11/09,145190,20.1,2
18/11/09,145504,20.2,3
19/11/09,149320,20.3,4
20/11/09,149189,20.3,5
21/11/09,144468,20,6
22/11/09,128990,20,7
23/11/09,144405,19.8,1
24/11/09,149864,19.5,2
25/11/09,149802,18.8,3
26/11/09,150355,18.5,4
27/11/09,151683,19.3,5
28/11/09,143808,18.1,6
29/11/09,130148,19.8,7
30/11/09,147851,19.2,1
01/12/09,148946,19.4,2
02/12/09,149205,17.7,3
03/12/09,150539,17.1,4
04/12/09,150935,18.1,5
05/12/09,142415,17.4,6
06/12/09,129172,19.6,7
07/12/09,146554,19.6,1
08/12/09,152542,20.7,2
09/12/09,154834,20.5,3
10/12/09,156116,19.9,4
11/12/09,155203,20.5,5
12/12/09,137658,19.4,6
13/12/09,131318,20.3,7
14/12/09,149751,20.5,1
15/12/09,155295,20.2,2
16/12/09,155663,18.9,3
17/12/09,153893,17.8,4
18/12/09,152037,18.1,5
19/12/09,145997,17.6,6
20/12/09,133093,17.5,7
21/12/09,143361,15.9,1
22/12/09,148037,16.7,2
23/12/09,147526,17,3
24/12/09,132845,17,4
25/12/09,108868,16.6,5
26/12/09,126492,17.6,6
27/12/09,127932,15.9,7
28/12/09,136010,16.5,1
29/12/09,141840,18.8,2
30/12/09,141485,17.9,3
31/12/09,132433,17.7,4
01/01/10,107635,18.9,5
02/01/10,125592,18.8,6
03/01/10,121821,17.2,7
04/01/10,140533,16.9,1
05/01/10,148301,16.4,2
06/01/10,149423,16.9,3
07/01/10,150684,16.6,4
08/01/10,149918,15.2,5
09/01/10,141633,14.5,6
10/01/10,126943,13.9,7
11/01/10,142608,15.4,1
12/01/10,151186,15.9,2
13/01/10,150212,16.2,3
14/01/10,148230,16.9,4
15/01/10,146954,15.8,5
16/01/10,141080,16.3,6
17/01/10,126592,17,7
18/01/10,140599,17.3,1
19/01/10,144856,18.5,2
20/01/10,147452,18.8,3
21/01/10,149103,19.1,4
22/01/10,148560,18.4,5
23/01/10,143613,18.8,6
24/01/10,124783,19.1,7
25/01/10,142024,18.5,1
26/01/10,149520,19,2
27/01/10,152695,19.5,3
28/01/10,151287,19,4
29/01/10,153561,18.6,5
30/01/10,145319,17.6,6
31/01/10,126209,17.5,7
01/02/10,124096,18.1,1
02/02/10,137352,16.6,2
03/02/10,139186,15.3,3
04/02/10,140884,14.7,4
05/02/10,139742,13.8,5
06/02/10,133403,15.1,6
07/02/10,118198,16.4,7
08/02/10,135128,18.4,1
09/02/10,141428,17.5,2
10/02/10,143453,18.9,3
11/02/10,143648,19,4
12/02/10,142541,18,5
13/02/10,139404,18.9,6
14/02/10,125000,18.5,7
15/02/10,140689,18.5,1
16/02/10,143823,16.9,2
17/02/10,147088,16.9,3
18/02/10,144522,14.3,4
19/02/10,141091,17.3,5
20/02/10,137148,15.6,6
21/02/10,120636,18,7
22/02/10,139546,18.6,1
23/02/10,143357,17.7,2
24/02/10,144864,16.9,3
25/02/10,146762,17.7,4
26/02/10,151679,17.6,5
27/02/10,141907,17.6,6
28/02/10,130380,17.6,7
01/03/10,144701,19,1
02/03/10,150088,18.3,2
03/03/10,151632,19.1,3
04/03/10,154622,19.5,4
05/03/10,156642,20.3,5
06/03/10,152562,20.4,6
07/03/10,135912,20.9,7
08/03/10,153129,23.1,1
09/03/10,156913,22.1,2
10/03/10,157413,20.7,3
11/03/10,157893,20,4
12/03/10,157378,19.1,5
13/03/10,153892,19.9,6
14/03/10,135987,20.1,7
15/03/10,140844,20.1,1
16/03/10,154347,19.4,2
17/03/10,156816,19.5,3
18/03/10,162275,19.8,4
19/03/10,161218,20.9,5
20/03/10,156577,21.1,6
21/03/10,138867,19,7
22/03/10,156754,20.4,1
23/03/10,162153,20.3,2
24/03/10,161734,21,3
25/03/10,162335,19.8,4
26/03/10,162822,20.3,5
27/03/10,158426,21.7,6
28/03/10,140838,21.4,7
29/03/10,155070,20.1,1
30/03/10,158201,20.1,2
31/03/10,157087,20.2,3
01/04/10,139787,21,4
02/04/10,120956,21.1,5
03/04/10,130392,21.3,6
04/04/10,124941,21.9,7
05/04/10,154138,21.4,1
06/04/10,162710,21.3,2
07/04/10,164726,21.3,3
08/04/10,168339,21.4,4
09/04/10,167600,22.3,5
10/04/10,158108,22.5,6
11/04/10,140832,22.3,7
12/04/10,161597,22.8,1
13/04/10,165154,21.9,2
14/04/10,165487,20.3,3
15/04/10,164996,21,4
16/04/10,164959,20.9,5
17/04/10,159434,21.6,6
18/04/10,140716,21,7
19/04/10,160627,21.1,1
20/04/10,164721,21.8,2
21/04/10,167760,21.8,3
22/04/10,168195,22.5,4
23/04/10,167943,22.7,5
24/04/10,161001,22.6,6
25/04/10,144046,22,7
26/04/10,161504,22,1
27/04/10,166887,21.9,2
28/04/10,167141,21.7,3
29/04/10,168902,21.9,4
30/04/10,165655,21.8,5
01/05/10,143877,21,6
02/05/10,135108,20.5,7
03/05/10,157492,21.5,1
04/05/10,167196,23.2,2
05/05/10,169212,23.5,3
06/05/10,169218,24.5,4
07/05/10,172391,24.5,5
08/05/10,167261,24,6
09/05/10,151079,24.9,7
10/05/10,161598,26,1
11/05/10,171717,25.8,2
12/05/10,173968,25.1,3
13/05/10,172056,23,4
14/05/10,173250,24.1,5
15/05/10,166316,24,6
16/05/10,146303,23.7,7
17/05/10,163797,23.6,1
18/05/10,170847,24,2
19/05/10,173357,23.8,3
20/05/10,174335,24.5,4
21/05/10,175440,25.3,5
22/05/10,169606,25.1,6
23/05/10,146857,25.3,7
24/05/10,164862,24.6,1
25/05/10,171927,24.5,2
26/05/10,175180,24.9,3
27/05/10,178156,24.9,4
28/05/10,177120,24.4,5
29/05/10,167907,24.3,6
30/05/10,150806,23.9,7
31/05/10,168465,24.3,1
01/06/10,174067,24.3,2
02/06/10,175376,24.6,3
03/06/10,176132,24.8,4
04/06/10,176853,24.4,5
05/06/10,171350,24.3,6
06/06/10,154850,24.9,7
07/06/10,171570,25.5,1
08/06/10,175125,25.5,2
09/06/10,175355,24.7,3
10/06/10,175581,24.9,4
11/06/10,172572,24.9,5
12/06/10,164155,24.6,6
13/06/10,142778,24.6,7
14/06/10,160444,24.9,1
15/06/10,167525,24.8,2
16/06/10,168410,24.8,3
17/06/10,165115,24.5,4
18/06/10,157907,23.7,5
19/06/10,152096,23.9,6
20/06/10,139119,23.8,7
21/06/10,160237,24,1
22/06/10,166592,24.4,2
23/06/10,166170,24.6,3
24/06/10,166484,24.8,4
25/06/10,163462,24.3,5
26/06/10,161060,24.3,6
27/06/10,143696,24.8,7
28/06/10,163600,24.8,1
29/06/10,161323,25.6,2
30/06/10,161525,25.4,3
01/07/10,155898,22.5,4
02/07/10,147346,22.8,5
03/07/10,140581,23,6
04/07/10,127111,23.3,7
05/07/10,145230,21.9,1
06/07/10,147854,22,2
07/07/10,148772,22.8,3
08/07/10,149653,22.6,4
09/07/10,148942,22.5,5
10/07/10,141242,22.7,6
11/07/10,126187,22.4,7
12/07/10,146404,23.4,1
13/07/10,150703,23.5,2
14/07/10,151088,23.5,3
15/07/10,150268,23.7,4
16/07/10,150857,23.3,5
17/07/10,146869,23.6,6
18/07/10,131289,23.1,7
19/07/10,149646,24,1
20/07/10,154294,23.6,2
21/07/10,154205,24,3
22/07/10,157049,23.3,4
23/07/10,155521,23.1,5
24/07/10,149876,22.5,6
25/07/10,130664,21.2,7
26/07/10,146635,22.6,1
27/07/10,149436,22.7,2
28/07/10,149438,23.9,3
29/07/10,147235,23.2,4
30/07/10,148969,22.9,5
31/07/10,143285,22.9,6
01/08/10,126665,22.8,7
02/08/10,146837,24,1
03/08/10,154712,23.8,2
04/08/10,158474,24,3
05/08/10,159248,23.5,4
06/08/10,161333,23.1,5
07/08/10,153598,23.1,6
08/08/10,135055,23.5,7
09/08/10,152890,23.5,1
10/08/10,157781,24,2
11/08/10,159850,24.1,3
12/08/10,159649,24.1,4
13/08/10,157283,23.8,5
14/08/10,147351,23.9,6
15/08/10,129637,23.2,7
16/08/10,146393,23.5,1
17/08/10,149758,23.4,2
18/08/10,151064,23.1,3
19/08/10,157174,23.4,4
20/08/10,158406,23.3,5
21/08/10,152402,23.4,6
22/08/10,135193,23.4,7
23/08/10,154272,22.7,1
24/08/10,160351,23.3,2
25/08/10,161343,23.4,3
26/08/10,161407,23.3,4
27/08/10,159550,22.6,5
28/08/10,156035,22.8,6
29/08/10,140504,23.1,7
30/08/10,162124,23.9,1
31/08/10,167141,24.3,2
01/09/10,165012,23.6,3
02/09/10,166860,23.5,4
03/09/10,166239,24.1,5
04/09/10,158755,24,6
05/09/10,140462,23.1,7
06/09/10,158661,22.9,1
07/09/10,160265,23.1,2
08/09/10,156415,23.1,3
09/09/10,156051,23.2,4
10/09/10,155626,23.1,5
11/09/10,151238,23.3,6
12/09/10,132505,23.4,7
13/09/10,152081,23.3,1
14/09/10,156297,23.7,2
15/09/10,150971,23.6,3
16/09/10,130428,23.5,4
17/09/10,150422,22.9,5
18/09/10,151343,23.3,6
19/09/10,136205,23,7
20/09/10,151345,22.6,1
21/09/10,155850,22.9,2
22/09/10,154927,22.8,3
23/09/10,154773,23,4
24/09/10,152623,23.1,5
25/09/10,148517,23.2,6
26/09/10,133399,22.5,7
27/09/10,149532,22.3,1
28/09/10,154554,22,2
29/09/10,155015,22.5,3
30/09/10,154201,22.9,4
01/10/10,151400,22.3,5
02/10/10,147642,22.6,6
03/10/10,134597,21.8,7
04/10/10,150040,20.5,1
05/10/10,153159,20.6,2
06/10/10,155538,20.9,3
07/10/10,157116,21.1,4
08/10/10,157811,20.7,5
09/10/10,151024,21,6
10/10/10,138050,20.6,7
11/10/10,152285,21.8,1
12/10/10,159022,22.4,2
13/10/10,159519,22.5,3
14/10/10,159081,20.9,4
15/10/10,156698,19.8,5
16/10/10,152736,20.2,6
17/10/10,137199,20.5,7
18/10/10,153356,21.1,1
19/10/10,159555,21.3,2
20/10/10,157236,21.6,3
21/10/10,157604,22,4
22/10/10,158149,22.2,5
23/10/10,151236,22.6,6
24/10/10,135288,22,7
25/10/10,152807,22,1
26/10/10,158227,21.8,2
27/10/10,159609,21.3,3
28/10/10,158142,21.5,4
29/10/10,156533,20.3,5
30/10/10,152359,19.7,6
31/10/10,142305,19.5,7
01/11/10,151644,22.2,1
02/11/10,147270,21.4,2
03/11/10,155891,20.2,3
04/11/10,154605,18.7,4
05/11/10,152221,16.4,5
06/11/10,146931,16.9,6
07/11/10,130769,16.2,7
08/11/10,147515,16.4,1
09/11/10,153302,16.7,2
10/11/10,155137,18,3
11/11/10,156330,18.8,4
12/11/10,156480,18.9,5
13/11/10,149673,19.2,6
14/11/10,134889,19.7,7
15/11/10,137837,19.4,1
16/11/10,152182,18.3,2
17/11/10,156828,17.9,3
18/11/10,158318,18,4
19/11/10,158079,18.2,5
20/11/10,150184,18.3,6
21/11/10,134635,19.4,7
22/11/10,152885,19.7,1
23/11/10,159456,20.5,2
24/11/10,159915,20.5,3
25/11/10,161506,20.1,4
26/11/10,159697,18.9,5
27/11/10,151487,18.1,6
28/11/10,138742,19.7,7
29/11/10,154159,19.1,1
30/11/10,159179,18.5,2
01/12/10,153204,17,3
02/12/10,158492,18.7,4
03/12/10,158323,18.9,5
04/12/10,153290,19.5,6
05/12/10,138308,18.3,7
06/12/10,153835,17.9,1
07/12/10,160662,17,2
08/12/10,158872,17.5,3
09/12/10,161575,16.7,4
10/12/10,160715,16.1,5
11/12/10,151116,16.6,6
12/12/10,132428,16.4,7
13/12/10,155211,15.8,1
14/12/10,162777,16.8,2
15/12/10,160342,17,3
16/12/10,163928,17.1,4
17/12/10,161767,15.9,5
18/12/10,154380,16.1,6
19/12/10,140962,15.8,7
20/12/10,154869,17,1
21/12/10,161094,17.9,2
22/12/10,160563,18,3
23/12/10,158338,18.2,4
24/12/10,140469,17.4,5
25/12/10,114837,16.4,6
26/12/10,125636,15.6,7
27/12/10,145001,15.7,1
28/12/10,150120,17,2
29/12/10,150568,17.2,3
30/12/10,148805,17,4
31/12/10,139758,17.5,5
01/01/11,117413,18.9,6
02/01/11,128752,18.1,7
03/01/11,153363,18.3,1
04/01/11,159759,18.5,2
05/01/11,163898,18.8,3
06/01/11,164001,18.9,4
07/01/11,163686,19,5
08/01/11,156453,19,6
09/01/11,141590,19,7
10/01/11,157232,17.6,1
11/01/11,163057,17.1,2
12/01/11,163947,17.1,3
13/01/11,164407,16.6,4
14/01/11,162078,17.5,5
15/01/11,155529,17.3,6
16/01/11,141776,17.5,7
17/01/11,155504,17,1
18/01/11,161767,17,2
19/01/11,161567,17.7,3
20/01/11,161836,17.6,4
21/01/11,161964,17.3,5
22/01/11,155848,16.7,6
23/01/11,141128,16.6,7
24/01/11,154889,17,1
25/01/11,162429,16.5,2
26/01/11,160180,16.6,3
27/01/11,160456,17.6,4
28/01/11,162925,17.5,5
29/01/11,157131,17.9,6
30/01/11,140353,18.1,7
31/01/11,155877,18,1
01/02/11,161894,17.7,2
02/02/11,161715,17.4,3
03/02/11,160794,18.2,4
04/02/11,161290,16.5,5
05/02/11,155682,16,6
06/02/11,138452,15.7,7
07/02/11,142008,16.5,1
08/02/11,157450,17.6,2
09/02/11,163633,18.7,3
10/02/11,165109,18.6,4
11/02/11,165783,19.3,5
12/02/11,158298,19.9,6
13/02/11,139899,20.1,7
14/02/11,158758,17.8,1
15/02/11,164701,19,2
16/02/11,167517,19.8,3
17/02/11,165074,20.3,4
18/02/11,168017,20.2,5
19/02/11,162197,20.5,6
20/02/11,144772,20.2,7
21/02/11,160482,20.3,1
22/02/11,167320,19.7,2
23/02/11,166863,19.8,3
24/02/11,168832,19.9,4
25/02/11,169668,19.4,5
26/02/11,163697,19.8,6
27/02/11,146402,20,7
28/02/11,164741,19.8,1
01/03/11,168878,20.3,2
02/03/11,168269,20.6,3
03/03/11,169682,21.3,4
04/03/11,172309,21.3,5
05/03/11,165980,20.8,6
06/03/11,147207,20.6,7
07/03/11,165062,20.3,1
08/03/11,170435,20.1,2
09/03/11,169059,20.3,3
10/03/11,170964,19.8,4
11/03/11,171436,19.1,5
12/03/11,167204,19.4,6
13/03/11,149176,20.3,7
14/03/11,166840,20.8,1
15/03/11,170489,20.8,2
16/03/11,172405,20.5,3
17/03/11,174197,20.7,4
18/03/11,173272,21.1,5
19/03/11,165332,21.6,6
20/03/11,149415,21.5,7
21/03/11,153207,21.6,1
22/03/11,169545,21.6,2
23/03/11,175551,22,3
24/03/11,177227,22.1,4
25/03/11,176639,22.6,5
26/03/11,172385,22.3,6
27/03/11,154153,21.8,7
28/03/11,171056,22,1
29/03/11,173598,22.4,2
30/03/11,174964,21.9,3
31/03/11,173520,21.7,4
01/04/11,172672,21.8,5
02/04/11,168638,21.9,6
03/04/11,143060,22.2,7
04/04/11,170078,22.4,1
05/04/11,174350,22.9,2
06/04/11,176115,23.2,3
07/04/11,177805,23.7,4
08/04/11,177197,23.2,5
09/04/11,172476,23.5,6
10/04/11,155358,22.8,7
11/04/11,173589,23.6,1
12/04/11,178924,23.6,2
13/04/11,178264,24,3
14/04/11,181201,24.6,4
15/04/11,178727,24.5,5
16/04/11,170210,24.1,6
17/04/11,152812,24,7
18/04/11,169515,23,1
19/04/11,170863,22.7,2
20/04/11,168159,23,3
21/04/11,154299,23.5,4
22/04/11,136097,23.8,5
23/04/11,145524,23.6,6
24/04/11,145588,23.5,7
25/04/11,169140,23.4,1
26/04/11,176489,23.4,2
27/04/11,177800,23.4,3
28/04/11,180160,23.7,4
29/04/11,180333,23.7,5
30/04/11,170232,23.7,6
01/05/11,149057,24.3,7
02/05/11,173067,24.1,1
03/05/11,179114,24.6,2
04/05/11,175453,22.8,3
05/05/11,178203,23.5,4
06/05/11,178919,24.4,5
07/05/11,174681,24.7,6
08/05/11,157395,25.4,7
09/05/11,175015,25,1
10/05/11,174886,25.4,2
11/05/11,181155,25,3
12/05/11,183276,24.8,4
13/05/11,184570,24.9,5
14/05/11,176657,25,6
15/05/11,159524,24.7,7
16/05/11,178734,25.4,1
17/05/11,183197,24.9,2
18/05/11,183442,25.1,3
19/05/11,181582,25.1,4
20/05/11,180287,24.7,5
21/05/11,177545,24.8,6
22/05/11,160668,24.9,7
23/05/11,178770,25.4,1
24/05/11,185035,25.9,2
25/05/11,184935,26.4,3
26/05/11,187505,26.6,4
27/05/11,185458,27.1,5
28/05/11,177974,27.2,6
29/05/11,160707,26.9,7
30/05/11,179443,26.4,1
31/05/11,186463,26,2
01/06/11,183597,25,3
02/06/11,184063,23.5,4
03/06/11,184421,24.3,5
04/06/11,177793,24.6,6
05/06/11,160384,24.4,7
06/06/11,180537,24,1
07/06/11,186096,24.8,2
08/06/11,185535,25.2,3
09/06/11,187815,25.9,4
10/06/11,186876,26.4,5
11/06/11,174970,26.4,6
12/06/11,158998,24.8,7
13/06/11,178835,25.7,1
14/06/11,183735,25.6,2
15/06/11,185085,26,3
16/06/11,186458,25.6,4
17/06/11,185603,26,5
18/06/11,178566,25.9,6
19/06/11,162734,25.8,7
20/06/11,180132,25.7,1
21/06/11,179660,25.3,2
22/06/11,172749,22.3,3
23/06/11,170101,22.3,4
24/06/11,169188,24,5
25/06/11,162673,24.1,6
26/06/11,143286,24.3,7
27/06/11,160223,23.6,1
28/06/11,166598,24.2,2
29/06/11,167751,24,3
30/06/11,167215,23.2,4
01/07/11,161265,22,5
02/07/11,153366,22.3,6
03/07/11,135577,22.6,7
04/07/11,151692,21.8,1
05/07/11,158208,22,2
06/07/11,161189,23.4,3
07/07/11,162745,24.8,4
08/07/11,162945,23.7,5
09/07/11,155360,23,6
10/07/11,138452,23.8,7
11/07/11,155534,23.5,1
12/07/11,162642,24.2,2
13/07/11,165839,23.9,3
14/07/11,165253,24,4
15/07/11,165580,23.6,5
16/07/11,157880,23.4,6
17/07/11,142377,23.3,7
18/07/11,161689,23.2,1
19/07/11,167041,23.3,2
20/07/11,168983,24.1,3
21/07/11,169709,23.9,4
22/07/11,167680,24.1,5
23/07/11,161899,24,6
24/07/11,144825,24,7
25/07/11,163804,23.9,1
26/07/11,169566,23.9,2
27/07/11,169668,24,3
28/07/11,166789,23,4
29/07/11,168143,23.4,5
30/07/11,158259,23,6
31/07/11,143036,23,7
01/08/11,162330,23.4,1
02/08/11,169944,23.6,2
03/08/11,173171,23.7,3
04/08/11,170947,23.8,4
05/08/11,171465,23.6,5
06/08/11,162816,23.8,6
07/08/11,143802,23.8,7
08/08/11,162567,23.8,1
09/08/11,168871,23.8,2
10/08/11,166293,24.1,3
11/08/11,166940,24.2,4
12/08/11,169204,24.7,5
13/08/11,162148,24.3,6
14/08/11,145918,24.3,7
15/08/11,163289,23.6,1
16/08/11,171619,23.9,2
17/08/11,172539,24.1,3
18/08/11,173237,23.9,4
19/08/11,176164,24,5
20/08/11,172048,24.1,6
21/08/11,154962,24.5,7
22/08/11,173008,24,1
23/08/11,174811,23.5,2
24/08/11,174132,23.4,3
25/08/11,173880,23.7,4
26/08/11,172416,23.9,5
27/08/11,166817,23.7,6
28/08/11,147615,23.9,7
29/08/11,163659,23.4,1
30/08/11,170969,23.6,2
31/08/11,172219,23.6,3
01/09/11,168351,23.6,4
02/09/11,166063,23,5
03/09/11,155361,23,6
04/09/11,138731,23,7
05/09/11,154764,22.1,1
06/09/11,161700,22.5,2
07/09/11,160291,22,3
08/09/11,160771,21.5,4
09/09/11,162849,21.1,5
10/09/11,159681,21.3,6
11/09/11,145561,22.1,7
12/09/11,164400,22.8,1
13/09/11,169010,23.1,2
14/09/11,173303,23.5,3
15/09/11,169576,24.4,4
16/09/11,149230,24,5
17/09/11,153686,24,6
18/09/11,147672,24,7
19/09/11,166220,23.6,1
20/09/11,172783,23.4,2
21/09/11,173188,23.3,3
22/09/11,172633,23.2,4
23/09/11,172638,23.9,5
24/09/11,166412,23.5,6
25/09/11,151914,23.1,7
26/09/11,169951,23.2,1
27/09/11,176880,23.9,2
28/09/11,176362,24,3
29/09/11,174263,23.7,4
30/09/11,172881,23.8,5
01/10/11,163321,23.3,6
02/10/11,146306,22.7,7
03/10/11,166524,22.2,1
04/10/11,171188,22.7,2
05/10/11,172488,23,3
06/10/11,175056,23.8,4
07/10/11,175738,23.9,5
08/10/11,169231,23.8,6
09/10/11,148855,23.4,7
10/10/11,164533,22.5,1
11/10/11,163623,21.1,2
12/10/11,156679,20,3
13/10/11,160400,19.5,4
14/10/11,161312,20.8,5
15/10/11,158137,21.2,6
16/10/11,143667,21.4,7
17/10/11,158725,21.5,1
18/10/11,166870,21.6,2
19/10/11,167208,21.4,3
20/10/11,166282,21.9,4
21/10/11,166451,21.9,5
22/10/11,159995,21.9,6
23/10/11,143464,21.4,7
24/10/11,162551,20.8,1
25/10/11,165775,20.3,2
26/10/11,165496,20.1,3
27/10/11,166692,20.6,4
28/10/11,165221,21.3,5
29/10/11,160444,20.6,6
30/10/11,149120,21.1,7
31/10/11,161074,21.6,1
01/11/11,162326,20.8,2
02/11/11,156168,20.7,3
03/11/11,165360,20.6,4
04/11/11,167468,20.9,5
05/11/11,160006,20.8,6
06/11/11,144231,21.2,7
07/11/11,162856,21.4,1
08/11/11,169244,21.8,2
09/11/11,169976,21.1,3
10/11/11,168976,19.8,4
11/11/11,168486,18.1,5
12/11/11,159423,18.3,6
13/11/11,142686,20.5,7
14/11/11,160232,20.5,1
15/11/11,167016,20.4,2
16/11/11,167820,20,3
17/11/11,169624,20.4,4
18/11/11,167810,19.6,5
19/11/11,157735,19.8,6
20/11/11,142585,19.7,7
21/11/11,147475,21.5,1
22/11/11,161784,21.3,2
23/11/11,166668,21.1,3
24/11/11,168455,20.5,4
25/11/11,167557,21.1,5
26/11/11,162307,20.7,6
27/11/11,146377,17.8,7
28/11/11,157003,15.1,1
29/11/11,162058,15.5,2
30/11/11,160669,16.9,3
01/12/11,159708,17.6,4
02/12/11,162001,18.9,5
03/12/11,155890,19.5,6
04/12/11,140712,19.4,7
05/12/11,158069,19.1,1
06/12/11,165350,19.1,2
07/12/11,164937,18.5,3
08/12/11,167422,18.5,4
09/12/11,166578,19.5,5
10/12/11,159802,19.1,6
11/12/11,144988,18.6,7
12/12/11,144031,19,1
13/12/11,162171,19.3,2
14/12/11,170102,19.4,3
15/12/11,172010,19.6,4
16/12/11,170573,19.5,5
17/12/11,162654,19.1,6
18/12/11,148884,18.9,7
19/12/11,162804,19.1,1
20/12/11,167898,19,2
21/12/11,168304,18.5,3
22/12/11,167732,18.8,4
23/12/11,163484,18,5
24/12/11,146607,16.5,6
25/12/11,118646,17.2,7
26/12/11,148307,17.5,1
27/12/11,155519,19.3,2
28/12/11,158927,19.3,3
29/12/11,158491,19.4,4
30/12/11,157351,18.8,5
31/12/11,144440,18.8,6
01/01/12,116975,19.4,7
02/01/12,152142,18.2,1
03/01/12,164859,16.6,2
04/01/12,167180,17.5,3
05/01/12,167861,17.7,4
06/01/12,164264,17.6,5
07/01/12,157461,18.1,6
08/01/12,141131,17.7,7
09/01/12,157203,17.8,1
10/01/12,162887,17.5,2
11/01/12,163583,18.1,3
12/01/12,164422,18.3,4
13/01/12,166222,18.2,5
14/01/12,160124,17.6,6
15/01/12,144683,17.5,7
16/01/12,161920,19.2,1
17/01/12,168733,19.7,2
18/01/12,168350,20.3,3
19/01/12,167945,20.2,4
20/01/12,165413,20.1,5
21/01/12,157268,20.6,6
22/01/12,142311,21,7
23/01/12,159683,20,1
24/01/12,167633,20.1,2
25/01/12,167961,19.5,3
26/01/12,167190,17.8,4
27/01/12,164845,17.4,5
28/01/12,159250,17.3,6
29/01/12,143263,16.9,7
30/01/12,158800,17.3,1
31/01/12,167920,17.7,2
01/02/12,164295,18.6,3
02/02/12,159627,19,4
03/02/12,159741,19.6,5
04/02/12,153305,19.6,6
05/02/12,135872,18.6,7
06/02/12,137150,17.7,1
07/02/12,153091,18.3,2
08/02/12,158727,16.7,3
09/02/12,159053,17.7,4
10/02/12,156262,15.4,5
11/02/12,149221,15.5,6
12/02/12,131118,14.4,7
13/02/12,147467,17.3,1
14/02/12,154194,18.8,2
15/02/12,153854,19,3
16/02/12,155550,18.7,4
17/02/12,153879,18.1,5
18/02/12,150880,18.3,6
19/02/12,135960,19.4,7
20/02/12,151229,19,1
21/02/12,159683,20.5,2
22/02/12,159701,20.8,3
23/02/12,161961,21,4
24/02/12,162163,20.5,5
25/02/12,157592,19.5,6
26/02/12,140629,19.4,7
27/02/12,160688,20.9,1
28/02/12,167842,21.3,2
29/02/12,168736,21.7,3
01/03/12,171835,21.9,4
02/03/12,173532,21.9,5
03/03/12,167568,21.7,6
04/03/12,149089,21.1,7
05/03/12,169707,20.1,1
06/03/12,176091,20.9,2
07/03/12,177579,21.3,3
08/03/12,180328,21.6,4
09/03/12,179797,21.8,5
10/03/12,175024,21.6,6
11/03/12,153173,21.4,7
12/03/12,169508,21.1,1
13/03/12,178415,21.9,2
14/03/12,178448,22.1,3
15/03/12,178855,22.1,4
16/03/12,177705,22,5
17/03/12,172108,22,6
18/03/12,153597,22,7
19/03/12,158850,21.2,1
20/03/12,173077,21.1,2
21/03/12,175896,19.9,3
22/03/12,175740,20,4
23/03/12,174583,20.5,5
24/03/12,171438,21.2,6
25/03/12,156225,21.6,7
26/03/12,173362,21.9,1
27/03/12,180077,22,2
28/03/12,177544,21.8,3
29/03/12,179176,21.4,4
30/03/12,178963,21.1,5
31/03/12,173335,21.4,6
01/04/12,148542,22,7
02/04/12,168712,20.6,1
03/04/12,172159,20.6,2
04/04/12,172399,21.2,3
05/04/12,158224,21.7,4
06/04/12,136685,20.6,5
07/04/12,146510,21.1,6
08/04/12,146058,21.5,7
09/04/12,170668,21.6,1
10/04/12,180170,21.6,2
11/04/12,181223,21.9,3
12/04/12,181121,21.3,4
13/04/12,182408,21.6,5
14/04/12,174754,22.3,6
15/04/12,156636,22.5,7
16/04/12,175414,21.5,1
17/04/12,180379,21.5,2
18/04/12,180868,21.6,3
19/04/12,181667,21.9,4
20/04/12,181294,21.9,5
21/04/12,176071,22.2,6
22/04/12,158213,22.9,7
23/04/12,176813,21.5,1
24/04/12,183118,21.6,2
25/04/12,185043,22.3,3
26/04/12,185857,22.5,4
27/04/12,187446,23.1,5
28/04/12,181853,23.5,6
29/04/12,162514,23.4,7
30/04/12,174867,23.4,1
01/05/12,166688,23.8,2
02/05/12,181029,24.2,3
03/05/12,187769,24.7,4
04/05/12,189017,25.1,5
05/05/12,180821,25,6
06/05/12,163505,24.8,7
07/05/12,182286,23.4,1
08/05/12,188504,23.8,2
09/05/12,190544,24,3
10/05/12,183917,23.7,4
11/05/12,186109,23.2,5
12/05/12,182183,23.5,6
13/05/12,164290,23.6,7
14/05/12,182316,23.1,1
