fecha,MWh,temperatura,dia_semana
15/05/12,189283,23.9,2
16/05/12,189557,24.4,3
17/05/12,188523,23.7,4
18/05/12,186983,23.6,5
19/05/12,183475,23.7,6
20/05/12,165440,23.8,7
21/05/12,182783,23.7,1
22/05/12,188706,23.1,2
23/05/12,189003,23.4,3
24/05/12,192570,23.5,4
25/05/12,187040,24.5,5
26/05/12,180603,24.1,6
27/05/12,166458,24,7
28/05/12,185556,25.4,1
29/05/12,192162,25.7,2
30/05/12,193464,25.9,3
31/05/12,194764,26.1,4
01/06/12,189504,26.4,5
02/06/12,180817,26.2,6
03/06/12,162434,26,7
04/06/12,179987,23.3,1
05/06/12,188430,23.9,2
06/06/12,189260,25,3
07/06/12,189171,25.5,4
08/06/12,190371,24.7,5
09/06/12,185520,25.7,6
10/06/12,169089,26.4,7
11/06/12,188581,25.8,1
12/06/12,192545,26,2
13/06/12,193911,25.5,3
14/06/12,193884,25.6,4
15/06/12,191310,25.2,5
16/06/12,183051,24.5,6
17/06/12,161774,23.6,7
18/06/12,180019,23.1,1
19/06/12,182114,23.2,2
20/06/12,178920,22.7,3
21/06/12,175755,22.4,4
22/06/12,174142,22.4,5
23/06/12,168979,22.3,6
24/06/12,153110,22.4,7
25/06/12,167159,23,1
26/06/12,172573,23.3,2
27/06/12,176009,23.1,3
28/06/12,177862,23.6,4
29/06/12,177436,24.4,5
30/06/12,166996,24,6
01/07/12,143926,24.1,7
02/07/12,160675,23.1,1
03/07/12,164547,22.6,2
04/07/12,166376,22.4,3
05/07/12,166865,22.9,4
06/07/12,165290,23.4,5
07/07/12,164212,24,6
08/07/12,149017,24.1,7
09/07/12,169461,23.8,1
10/07/12,176356,24.5,2
11/07/12,176134,24.7,3
12/07/12,176705,24.4,4
13/07/12,171820,23.9,5
14/07/12,161931,23.9,6
15/07/12,144920,23.9,7
16/07/12,160886,21.8,1
17/07/12,166690,23.1,2
18/07/12,166037,23.2,3
19/07/12,165914,23.1,4
20/07/12,167993,23.1,5
21/07/12,162010,23.5,6
22/07/12,145635,23.8,7
23/07/12,165035,23.4,1
24/07/12,168268,23.9,2
25/07/12,166454,23.5,3
26/07/12,166646,23.6,4
27/07/12,163721,24.1,5
28/07/12,158982,23.9,6
29/07/12,142611,24.1,7
30/07/12,162413,23,1
31/07/12,171468,24,2
01/08/12,171082,24.1,3
02/08/12,171457,24.4,4
03/08/12,173409,24.3,5
04/08/12,165723,24.3,6
05/08/12,145952,24.2,7
06/08/12,167853,23.8,1
07/08/12,174782,23.3,2
08/08/12,174550,23.4,3
09/08/12,175801,24.1,4
10/08/12,175214,22.6,5
11/08/12,170777,22.6,6
12/08/12,153827,22.5,7
13/08/12,170097,23,1
14/08/12,175266,22.9,2
15/08/12,172409,23.1,3
16/08/12,175245,23.6,4
17/08/12,174982,23.6,5
18/08/12,169946,23.6,6
19/08/12,150180,22.9,7
20/08/12,164210,22.4,1
21/08/12,168278,22.7,2
22/08/12,171113,23.3,3
23/08/12,172758,23.1,4
24/08/12,172964,23,5
25/08/12,166267,22.9,6
26/08/12,148941,23.3,7
27/08/12,167331,23.1,1
28/08/12,173882,23.4,2
29/08/12,175300,23.1,3
30/08/12,175800,23.7,4
31/08/12,173708,23.4,5
01/09/12,166284,23.6,6
02/09/12,149060,23.5,7
03/09/12,166917,23.2,1
04/09/12,173950,23.7,2
05/09/12,174683,23.5,3
06/09/12,177229,23.6,4
07/09/12,178851,24.3,5
08/09/12,172495,24.1,6
09/09/12,153801,23.1,7
10/09/12,172506,22.8,1
11/09/12,180237,22.8,2
12/09/12,179245,22.8,3
13/09/12,176443,23,4
14/09/12,175639,22.6,5
15/09/12,163628,23.2,6
16/09/12,138977,22.4,7
17/09/12,161933,22.9,1
18/09/12,169858,23,2
19/09/12,171961,22.8,3
20/09/12,173510,22.1,4
21/09/12,174566,22.1,5
22/09/12,169626,22.3,6
23/09/12,152127,21.9,7
24/09/12,170581,22,1
25/09/12,176389,22.3,2
26/09/12,176568,22.6,3
27/09/12,174719,23.3,4
28/09/12,173529,23.1,5
29/09/12,167448,23.3,6
30/09/12,150864,23,7
01/10/12,166476,23.6,1
02/10/12,171760,23,2
03/10/12,171294,21.1,3
04/10/12,173194,21.8,4
05/10/12,174777,21.6,5
06/10/12,168903,21.6,6
07/10/12,152457,22.3,7
08/10/12,171995,22,1
09/10/12,178037,24,2
10/10/12,180143,23.4,3
11/10/12,179694,23.8,4
12/10/12,176097,23.6,5
13/10/12,172039,23.6,6
14/10/12,155145,23.6,7
15/10/12,170454,23.4,1
16/10/12,176215,22.5,2
17/10/12,175879,23,3
18/10/12,176762,23,4
19/10/12,179612,23.5,5
20/10/12,172667,23.3,6
21/10/12,154287,24.2,7
22/10/12,172976,23.6,1
23/10/12,176148,23.5,2
24/10/12,176232,23.8,3
25/10/12,177230,23.5,4
26/10/12,177819,23.3,5
27/10/12,169160,22.4,6
28/10/12,157682,21.3,7
29/10/12,167534,22,1
30/10/12,171292,21.7,2
31/10/12,170215,21.9,3
01/11/12,169579,21.5,4
02/11/12,164635,21,5
03/11/12,160367,20.7,6
04/11/12,145585,20.5,7
05/11/12,160816,18.6,1
06/11/12,167292,19.8,2
07/11/12,168452,20.2,3
08/11/12,170613,20.1,4
09/11/12,169966,20.4,5
10/11/12,163705,20.7,6
11/11/12,150855,20.9,7
12/11/12,167305,21.3,1
13/11/12,172859,19.9,2
14/11/12,173851,20,3
15/11/12,174814,20.9,4
16/11/12,171957,21.1,5
17/11/12,167092,20.7,6
18/11/12,150500,20.9,7
19/11/12,153167,21.3,1
20/11/12,166354,19.9,2
21/11/12,171659,20,3
22/11/12,173208,20.3,4
23/11/12,173195,20.9,5
24/11/12,166953,20.7,6
25/11/12,151703,20.3,7
26/11/12,166029,20,1
27/11/12,173399,20.3,2
28/11/12,172818,19.7,3
29/11/12,173242,20,4
30/11/12,171423,21,5
01/12/12,154975,21.1,6
02/12/12,145598,20.9,7
03/12/12,164878,20.4,1
04/12/12,173490,20.2,2
05/12/12,172154,20.1,3
06/12/12,172433,19.2,4
07/12/12,172346,19.6,5
08/12/12,161474,19.7,6
09/12/12,148652,19.1,7
10/12/12,167862,17.9,1
11/12/12,173625,19.9,2
12/12/12,155808,17.9,3
13/12/12,169501,18.9,4
14/12/12,172870,18.5,5
15/12/12,167048,19.1,6
16/12/12,154567,19.9,7
17/12/12,167980,19.3,1
18/12/12,173176,19.4,2
19/12/12,173901,19.2,3
20/12/12,174361,18.9,4
21/12/12,171345,18.3,5
22/12/12,162649,18.4,6
23/12/12,148290,18.3,7
24/12/12,141988,19.3,1
25/12/12,122119,19.4,2
26/12/12,149561,17.8,3
27/12/12,159128,18.6,4
28/12/12,158638,18.8,5
29/12/12,155152,18.8,6
30/12/12,144869,18.7,7
31/12/12,141154,18.7,1
01/01/13,121834,16.7,2
02/01/13,150062,16.8,3
03/01/13,161486,15.9,4
04/01/13,162699,17.3,5
05/01/13,159502,17.3,6
06/01/13,145347,18,7
07/01/13,161643,18,1
08/01/13,167292,19,2
09/01/13,167489,17.8,3
10/01/13,167829,18.7,4
11/01/13,168256,19.3,5
12/01/13,164057,19,6
13/01/13,148976,19,7
14/01/13,164862,19.1,1
15/01/13,168674,18.9,2
16/01/13,170558,18.4,3
17/01/13,170688,17.5,4
18/01/13,170513,16.6,5
19/01/13,164124,16.9,6
20/01/13,149461,18,7
21/01/13,164794,18.5,1
22/01/13,170486,18,2
23/01/13,170106,19.1,3
24/01/13,171004,18.8,4
25/01/13,171138,19.1,5
26/01/13,164240,19.2,6
27/01/13,148666,19.4,7
28/01/13,166563,18.5,1
29/01/13,171815,19.2,2
30/01/13,172094,19,3
31/01/13,171094,18.5,4
01/02/13,169490,19.3,5
02/02/13,162888,19.4,6
03/02/13,147918,19.3,7
04/02/13,150431,19.4,1
05/02/13,168343,20.1,2
06/02/13,170710,20.2,3
07/02/13,176378,21,4
08/02/13,176498,20.5,5
09/02/13,171737,20.7,6
10/02/13,154702,20.8,7
11/02/13,172206,20.3,1
12/02/13,177633,20.5,2
13/02/13,173625,20.1,3
14/02/13,176060,19.6,4
15/02/13,176203,18.8,5
16/02/13,171291,18.5,6
17/02/13,155380,18.6,7
18/02/13,173350,19.8,1
19/02/13,179597,20.6,2
20/02/13,179387,21.3,3
21/02/13,179001,20.2,4
22/02/13,178701,20.1,5
23/02/13,174028,20.1,6
24/02/13,155439,20.5,7
25/02/13,172260,19.7,1
26/02/13,176733,19.3,2
27/02/13,178208,19.7,3
28/02/13,179037,19.7,4
01/03/13,174263,19.4,5
02/03/13,169356,18.6,6
03/03/13,151693,16.7,7
04/03/13,169990,17.6,1
05/03/13,176575,18.8,2
06/03/13,178321,19.6,3
07/03/13,179550,20,4
08/03/13,178625,21.4,5
09/03/13,176031,21.8,6
10/03/13,156128,21.3,7
11/03/13,173440,19.9,1
12/03/13,179340,19,2
13/03/13,178899,19.1,3
14/03/13,178089,18.2,4
15/03/13,176648,18.5,5
16/03/13,170991,19,6
17/03/13,150888,18.9,7
18/03/13,155634,20.1,1
19/03/13,174469,20.7,2
20/03/13,180134,21.7,3
21/03/13,178360,22.5,4
22/03/13,180200,22.1,5
23/03/13,176341,22.4,6
24/03/13,158165,22.9,7
25/03/13,172895,20.6,1
26/03/13,174800,20.3,2
27/03/13,171056,20.3,3
28/03/13,159013,20.8,4
29/03/13,139054,22,5
30/03/13,150885,21.4,6
31/03/13,149650,23,7
01/04/13,174934,23.2,1
02/04/13,184366,23.3,2
03/04/13,186806,22.9,3
04/04/13,186582,22.2,4
05/04/13,184417,22.1,5
06/04/13,180743,22.5,6
07/04/13,151610,23.4,7
08/04/13,176178,23.3,1
09/04/13,183276,23.3,2
10/04/13,182917,23,3
11/04/13,184044,21.1,4
12/04/13,184741,21.5,5
13/04/13,177926,21.6,6
14/04/13,157767,20.5,7
15/04/13,176133,21.6,1
16/04/13,183186,23,2
17/04/13,185230,23.6,3
18/04/13,186778,24,4
19/04/13,186584,23.3,5
20/04/13,179949,22.9,6
21/04/13,160996,22.9,7
22/04/13,178995,23.1,1
23/04/13,185586,23.9,2
24/04/13,187191,23.4,3
25/04/13,189005,23.1,4
26/04/13,190792,24,5
27/04/13,182190,23.6,6
28/04/13,163980,22.8,7
29/04/13,182469,22.9,1
30/04/13,183048,22.4,2
01/05/13,165547,21.7,3
02/05/13,181468,22.4,4
03/05/13,187140,21.8,5
04/05/13,179419,21.7,6
05/05/13,162582,21.8,7
06/05/13,183383,22.1,1
07/05/13,188797,23.1,2
08/05/13,187817,23.2,3
09/05/13,189444,23.6,4
10/05/13,186285,23.8,5
11/05/13,186317,23.6,6
12/05/13,165118,23,7
13/05/13,183871,22.2,1
14/05/13,187583,22.8,2
15/05/13,185874,23,3
16/05/13,185952,23.6,4
17/05/13,187921,24.3,5
18/05/13,182363,24.6,6
19/05/13,161741,24.4,7
20/05/13,183116,25.3,1
21/05/13,193497,24.9,2
22/05/13,195105,25.1,3
23/05/13,195236,25.2,4
24/05/13,192231,25,5
25/05/13,182226,24.9,6
26/05/13,163135,24.3,7
27/05/13,180930,23.4,1
28/05/13,189244,24.3,2
29/05/13,187999,24.5,3
30/05/13,188574,24.3,4
31/05/13,189665,25.1,5
01/06/13,183007,25.2,6
02/06/13,165870,25,7
03/06/13,189123,24.9,1
04/06/13,197035,24.8,2
05/06/13,198299,25.8,3
06/06/13,199434,25.8,4
07/06/13,198722,25.7,5
08/06/13,188987,25.5,6
09/06/13,165213,24.7,7
10/06/13,182868,24.2,1
11/06/13,184906,24.3,2
12/06/13,184253,23.9,3
13/06/13,184219,24.6,4
14/06/13,180665,24.6,5
15/06/13,174904,24.8,6
16/06/13,155100,24.8,7
17/06/13,176561,24.8,1
18/06/13,181574,25.1,2
19/06/13,183183,25.1,3
20/06/13,182546,24.4,4
21/06/13,177280,23.8,5
22/06/13,169507,23.6,6
23/06/13,152921,23.7,7
24/06/13,171937,23.8,1
25/06/13,174779,23.4,2
26/06/13,172647,22.9,3
27/06/13,174032,23.5,4
28/06/13,175055,24.5,5
29/06/13,169987,24,6
30/06/13,154087,23.6,7
01/07/13,174765,23.7,1
02/07/13,182998,23.8,2
03/07/13,181876,24.1,3
04/07/13,178971,23.8,4
05/07/13,174820,23,5
06/07/13,165295,22.9,6
07/07/13,143970,21.6,7
08/07/13,162851,22.1,1
09/07/13,166531,22.4,2
10/07/13,167751,22.8,3
11/07/13,167304,22.2,4
12/07/13,167525,22.4,5
13/07/13,161819,22.8,6
14/07/13,145913,22.9,7
15/07/13,168195,23.4,1
16/07/13,171604,23.7,2
17/07/13,169983,23.3,3
18/07/13,168062,23.7,4
19/07/13,167545,23.8,5
20/07/13,163664,23.6,6
21/07/13,144014,23,7
22/07/13,162369,23.6,1
23/07/13,165054,23,2
24/07/13,167799,23.5,3
25/07/13,165116,23.3,4
26/07/13,169828,23.3,5
27/07/13,165602,23.4,6
28/07/13,147143,24.3,7
29/07/13,165964,23.4,1
30/07/13,172609,23.8,2
31/07/13,173654,23.6,3
01/08/13,174858,23.5,4
02/08/13,176498,23.4,5
03/08/13,171598,23.7,6
04/08/13,152246,23.2,7
05/08/13,173090,23.3,1
06/08/13,180846,23.8,2
07/08/13,183460,23.7,3
08/08/13,185348,24.3,4
09/08/13,184182,24,5
10/08/13,178110,23.8,6
11/08/13,155240,24,7
12/08/13,170402,22.8,1
13/08/13,175762,22.6,2
14/08/13,178692,23.1,3
15/08/13,182559,23.7,4
16/08/13,183562,23.9,5
17/08/13,179450,23.7,6
18/08/13,161304,23.9,7
19/08/13,179867,23.3,1
20/08/13,187610,22.8,2
21/08/13,185891,22.3,3
22/08/13,181251,21.5,4
23/08/13,181377,22.1,5
24/08/13,176591,22.5,6
25/08/13,158462,22.8,7
26/08/13,175433,22,1
27/08/13,178178,21.8,2
28/08/13,175947,21.8,3
29/08/13,176447,22.3,4
30/08/13,176036,21.9,5
31/08/13,172263,22.1,6
01/09/13,153024,22.9,7
02/09/13,172573,22.9,1
03/09/13,178339,22.5,2
04/09/13,177160,22.3,3
05/09/13,176928,21.7,4
06/09/13,176962,21.7,5
07/09/13,168730,21.9,6
08/09/13,149880,21.9,7
09/09/13,167305,21.3,1
10/09/13,170329,22.5,2
11/09/13,172908,23,3
12/09/13,174852,23.1,4
13/09/13,172815,22.9,5
14/09/13,165310,22.8,6
15/09/13,141482,23,7
16/09/13,130330,22.8,1
17/09/13,155649,21.1,2
18/09/13,163447,22,3
19/09/13,167325,23,4
20/09/13,168227,23.7,5
21/09/13,161981,22.7,6
22/09/13,143024,21.8,7
23/09/13,162717,23.1,1
24/09/13,168457,23.2,2
25/09/13,168013,22.5,3
26/09/13,169135,23,4
27/09/13,163738,22.3,5
28/09/13,159351,22.4,6
29/09/13,143198,22.4,7
30/09/13,159730,22.6,1
01/10/13,166216,23.3,2
02/10/13,167504,23.1,3
03/10/13,167997,22.6,4
04/10/13,168814,22.8,5
05/10/13,165759,23,6
06/10/13,150380,22.8,7
07/10/13,166966,22.8,1
08/10/13,171052,21.8,2
09/10/13,171152,21.5,3
10/10/13,171751,21.8,4
11/10/13,173037,22.8,5
12/10/13,164517,22.9,6
13/10/13,148024,23.3,7
14/10/13,163879,23,1
15/10/13,169052,22.5,2
16/10/13,170846,22.8,3
17/10/13,172811,23,4
18/10/13,173163,23,5
19/10/13,168055,22.7,6
20/10/13,147271,21.5,7
21/10/13,164728,21.9,1
22/10/13,169520,21.8,2
23/10/13,167938,20,3
24/10/13,166274,19.8,4
25/10/13,165299,20.3,5
26/10/13,163178,20.1,6
27/10/13,151646,20,7
28/10/13,164133,20.5,1
29/10/13,170809,22.4,2
30/10/13,169150,22.6,3
31/10/13,167692,22,4
01/11/13,169568,22.2,5
02/11/13,156741,22.1,6
03/11/13,143883,20.7,7
04/11/13,163678,21.8,1
05/11/13,171410,21.7,2
06/11/13,171132,21.9,3
07/11/13,166459,21,4
08/11/13,167393,19.8,5
09/11/13,163762,20.2,6
10/11/13,147198,20.9,7
11/11/13,165506,21.1,1
12/11/13,170847,21.1,2
13/11/13,167732,17.9,3
14/11/13,165345,18.2,4
15/11/13,167043,20.6,5
16/11/13,163014,21,6
17/11/13,145277,21.5,7
18/11/13,142870,21,1
19/11/13,161572,21.4,2
20/11/13,167582,21.5,3
21/11/13,168429,21.3,4
22/11/13,166191,21,5
23/11/13,163048,20.4,6
24/11/13,146845,19.8,7
25/11/13,161966,18.6,1
26/11/13,165260,17.8,2
27/11/13,164228,16.7,3
28/11/13,164217,17.2,4
29/11/13,164924,18.1,5
30/11/13,161989,18.6,6
01/12/13,145557,18.6,7
02/12/13,162958,19.3,1
03/12/13,170241,19.7,2
04/12/13,171248,20.5,3
05/12/13,168647,20.1,4
06/12/13,172053,19.6,5
07/12/13,163850,19.5,6
08/12/13,148949,19.6,7
09/12/13,165219,19.6,1
10/12/13,171468,19.2,2
11/12/13,169626,19.5,3
12/12/13,151476,19.4,4
13/12/13,164285,19.5,5
14/12/13,162656,19.7,6
15/12/13,150629,19.1,7
16/12/13,166775,18.8,1
17/12/13,171024,19.4,2
18/12/13,169538,19.2,3
19/12/13,170012,19.3,4
20/12/13,170463,19.4,5
21/12/13,167602,20,6
22/12/13,149113,19.4,7
23/12/13,156225,17.9,1
24/12/13,142969,17,2
25/12/13,115346,17.2,3
26/12/13,143403,16.7,4
27/12/13,149788,16.5,5
28/12/13,146908,16.5,6
29/12/13,136707,16.6,7
30/12/13,139290,16.6,1
31/12/13,131747,16,2
01/01/14,113393,16.7,3
02/01/14,142324,17.6,4
03/01/14,156116,16.4,5
04/01/14,155030,16.8,6
05/01/14,142356,16.9,7
06/01/14,158031,16.6,1
07/01/14,165348,15.9,2
08/01/14,166593,17.1,3
09/01/14,165951,17.7,4
10/01/14,165767,18,5
11/01/14,161155,18.1,6
12/01/14,147814,18.2,7
13/01/14,164726,18.3,1
14/01/14,168985,17.5,2
15/01/14,167407,16.4,3
16/01/14,166000,16,4
17/01/14,168264,16.6,5
18/01/14,162056,16.9,6
19/01/14,146671,17,7
20/01/14,161938,17.4,1
21/01/14,168272,18,2
22/01/14,169108,17.9,3
23/01/14,170955,19,4
24/01/14,171978,18.9,5
25/01/14,166030,19.2,6
26/01/14,148634,19.2,7
27/01/14,166125,19.8,1
28/01/14,171305,19.6,2
29/01/14,172859,18.5,3
30/01/14,171389,18.2,4
31/01/14,169074,18.9,5
01/02/14,166238,19.4,6
02/02/14,148197,19.8,7
03/02/14,150271,19.3,1
04/02/14,167244,19.8,2
05/02/14,175359,19.2,3
06/02/14,176762,19.1,4
07/02/14,177134,19.8,5
08/02/14,171564,19.7,6
09/02/14,152566,20.5,7
10/02/14,171486,20.4,1
11/02/14,177699,20,2
12/02/14,176605,19.7,3
13/02/14,177471,19.2,4
14/02/14,177680,20.4,5
15/02/14,171939,20.6,6
16/02/14,154223,20.6,7
17/02/14,171176,20.6,1
18/02/14,179368,21,2
19/02/14,182066,21,3
20/02/14,180199,21,4
21/02/14,181500,20.6,5
22/02/14,176471,20.9,6
23/02/14,156948,20.7,7
24/02/14,175002,20.8,1
25/02/14,179999,21.3,2
26/02/14,179705,21,3
27/02/14,181505,20.8,4
28/02/14,182458,20.6,5
01/03/14,176295,20.9,6
02/03/14,158730,21.2,7
03/03/14,175749,21.4,1
04/03/14,178600,21.2,2
05/03/14,179616,20.8,3
06/03/14,181720,19.7,4
07/03/14,181913,20.3,5
08/03/14,178811,20.1,6
09/03/14,158033,20,7
10/03/14,173184,19.9,1
11/03/14,180280,19.5,2
12/03/14,181711,20,3
13/03/14,182341,20.1,4
14/03/14,182865,20.6,5
15/03/14,176241,20.2,6
16/03/14,158485,19.4,7
17/03/14,156639,18,1
18/03/14,173851,18.2,2
19/03/14,184526,20.9,3
20/03/14,186205,21.9,4
21/03/14,187729,23.1,5
22/03/14,182332,23.2,6
23/03/14,164076,23.4,7
24/03/14,182605,23.5,1
25/03/14,189458,23,2
26/03/14,187094,22.3,3
27/03/14,187567,22.5,4
28/03/14,187333,22.4,5
29/03/14,182293,22.4,6
30/03/14,163135,22.4,7
31/03/14,179798,22.2,1
01/04/14,188066,22.8,2
02/04/14,189176,23.1,3
03/04/14,188479,23.4,4
04/04/14,188061,22,5
05/04/14,182787,22.3,6
06/04/14,158185,22.2,7
07/04/14,184925,22.8,1
08/04/14,187302,21.9,2
09/04/14,184739,21.8,3
10/04/14,189946,21.6,4
11/04/14,190467,23.2,5
12/04/14,184605,23.2,6
13/04/14,167051,23.9,7
14/04/14,182860,24.2,1
15/04/14,186379,23.1,2
16/04/14,183087,22.5,3
17/04/14,167382,22.8,4
18/04/14,143945,23,5
19/04/14,153754,23.1,6
20/04/14,153293,23.6,7
21/04/14,179061,23.7,1
22/04/14,185954,23.4,2
23/04/14,186348,23.3,3
24/04/14,187199,23.4,4
25/04/14,185510,23.8,5
26/04/14,179513,23.7,6
27/04/14,162148,23.3,7
28/04/14,183816,23.1,1
29/04/14,191698,23.9,2
30/04/14,189896,23.8,3
01/05/14,172772,23.4,4
02/05/14,181137,23.5,5
03/05/14,179838,23.6,6
04/05/14,165085,23.1,7
05/05/14,185541,24,1
06/05/14,194783,24,2
07/05/14,192612,23.5,3
08/05/14,187583,20.8,4
09/05/14,187100,23.1,5
10/05/14,178221,23.5,6
11/05/14,166411,24.1,7
12/05/14,189595,24.7,1
13/05/14,195871,24.9,2
14/05/14,195817,23.5,3
15/05/14,192737,22,4
16/05/14,192091,21.8,5
17/05/14,187195,22.5,6
18/05/14,169812,22.9,7
19/05/14,190063,24.4,1
20/05/14,195844,24.2,2
21/05/14,196965,23.9,3
22/05/14,197621,24.2,4
23/05/14,194376,23.7,5
24/05/14,185057,23.7,6
25/05/14,166234,23.4,7
26/05/14,182450,24.2,1
27/05/14,184952,23.7,2
28/05/14,181700,23.7,3
29/05/14,178874,23.1,4
30/05/14,179558,23.6,5
31/05/14,171736,24,6
01/06/14,156575,23.7,7
02/06/14,178853,24.3,1
03/06/14,185103,24.1,2
04/06/14,187997,24.2,3
05/06/14,189336,24.6,4
06/06/14,188670,24.4,5
07/06/14,181979,24.7,6
08/06/14,165670,24.7,7
09/06/14,186155,25,1
10/06/14,187823,24.5,2
11/06/14,188051,24.5,3
12/06/14,191428,24.4,4
13/06/14,196102,25.2,5
14/06/14,190037,25,6
15/06/14,168779,25,7
16/06/14,187427,25.2,1
17/06/14,193170,24.4,2
18/06/14,189012,24.1,3
19/06/14,186042,23.4,4
20/06/14,179027,22.4,5
21/06/14,170585,22.5,6
22/06/14,153461,22.8,7
23/06/14,169581,24,1
24/06/14,173644,23.4,2
25/06/14,172849,23.1,3
26/06/14,172969,23,4
27/06/14,169851,23.2,5
28/06/14,166029,23.1,6
29/06/14,147190,23.3,7
30/06/14,163867,23.3,1
01/07/14,170618,23.5,2
02/07/14,171065,24.5,3
03/07/14,171276,24,4
04/07/14,170813,24.9,5
05/07/14,163721,24.6,6
06/07/14,149089,24.1,7
07/07/14,167314,23.8,1
08/07/14,171728,23.1,2
09/07/14,175806,22.9,3
10/07/14,174150,23.3,4
11/07/14,169477,23.4,5
12/07/14,164952,23.6,6
13/07/14,148248,23.4,7
14/07/14,166527,22.7,1
15/07/14,170107,23.3,2
16/07/14,170754,24.1,3
17/07/14,172976,23.8,4
18/07/14,174730,23.9,5
19/07/14,164848,23.7,6
20/07/14,151312,24.2,7
21/07/14,172895,24.2,1
22/07/14,181203,24.7,2
23/07/14,181412,24.4,3
24/07/14,178756,23.8,4
25/07/14,178490,22.5,5
26/07/14,170090,23.1,6
27/07/14,154460,23.9,7
28/07/14,175970,23.6,1
29/07/14,183045,23.5,2
30/07/14,184801,24,3
31/07/14,185604,24.5,4
01/08/14,185421,24.4,5
02/08/14,178798,24.4,6
03/08/14,161032,24.2,7
04/08/14,181237,23.5,1
05/08/14,189290,23.9,2
06/08/14,189764,23.6,3
07/08/14,185980,23,4
08/08/14,183229,23.1,5
09/08/14,175080,23.4,6
10/08/14,155681,23.3,7
11/08/14,176548,23.1,1
12/08/14,184159,23,2
13/08/14,183448,23.2,3
14/08/14,181998,23,4
15/08/14,179641,22.1,5
16/08/14,176292,22.3,6
17/08/14,156493,22.3,7
18/08/14,173190,23.3,1
19/08/14,180687,23.3,2
20/08/14,178722,23.4,3
21/08/14,176473,23.6,4
22/08/14,176886,22.7,5
23/08/14,173590,22.7,6
24/08/14,153082,22.5,7
25/08/14,172633,22.7,1
26/08/14,182657,23.1,2
27/08/14,186447,23.9,3
28/08/14,186748,24.8,4
29/08/14,187824,25,5
30/08/14,180058,24.4,6
31/08/14,159992,23.8,7
01/09/14,179489,23.2,1
02/09/14,184207,23.2,2
03/09/14,182986,22,3
04/09/14,177634,22.8,4
05/09/14,174182,22.5,5
06/09/14,168537,22.5,6
07/09/14,151602,22.4,7
08/09/14,170423,22.5,1
09/09/14,177096,22.5,2
10/09/14,179626,23.1,3
11/09/14,178981,23.2,4
12/09/14,178190,22.7,5
13/09/14,173410,22.4,6
14/09/14,152692,22,7
15/09/14,157803,22.3,1
16/09/14,148317,22.3,2
17/09/14,172905,23.2,3
18/09/14,179792,22.9,4
19/09/14,180642,22.7,5
20/09/14,170707,22.8,6
21/09/14,155399,23.3,7
22/09/14,174597,23.4,1
23/09/14,181002,23,2
24/09/14,181839,22.9,3
25/09/14,181645,22.4,4
26/09/14,182326,23,5
27/09/14,177852,23.1,6
28/09/14,160534,23.2,7
29/09/14,176628,23.6,1
30/09/14,178688,23.4,2
01/10/14,179896,23.4,3
02/10/14,179361,22.8,4
03/10/14,177181,22.6,5
04/10/14,172850,22.6,6
05/10/14,154318,23.1,7
06/10/14,171071,22.6,1
07/10/14,177969,22.6,2
08/10/14,179103,22.7,3
09/10/14,181281,22.3,4
10/10/14,181027,23.2,5
11/10/14,174403,23.1,6
12/10/14,155190,21.7,7
13/10/14,175627,22.3,1
14/10/14,182131,22.2,2
15/10/14,182480,21.9,3
16/10/14,183862,21.9,4
17/10/14,184041,22.4,5
18/10/14,178830,22.4,6
19/10/14,159409,23.1,7
20/10/14,179176,22.4,1
21/10/14,184145,22,2
22/10/14,182771,21.9,3
23/10/14,179496,22,4
24/10/14,177994,21.8,5
25/10/14,170620,21.9,6
26/10/14,160012,20.8,7
27/10/14,175917,21.5,1
28/10/14,182035,21.2,2
29/10/14,182354,22.1,3
30/10/14,182830,21.8,4
31/10/14,179256,21.8,5
01/11/14,169180,21.4,6
02/11/14,148954,21,7
03/11/14,171177,20.7,1
04/11/14,178072,21,2
05/11/14,174882,20.8,3
06/11/14,176532,20.9,4
07/11/14,177657,21.5,5
08/11/14,169891,21.2,6
09/11/14,150375,20.1,7
10/11/14,167474,19.9,1
11/11/14,172117,20.2,2
12/11/14,170486,19.5,3
13/11/14,171800,19.2,4
14/11/14,172421,19.6,5
15/11/14,166043,20.2,6
16/11/14,147639,20.8,7
17/11/14,146547,19.6,1
18/11/14,168059,19,2
19/11/14,173222,19,3
20/11/14,174187,18.9,4
21/11/14,175815,20.2,5
22/11/14,169282,20.4,6
23/11/14,151810,19.8,7
24/11/14,169529,19.9,1
25/11/14,174638,18.2,2
26/11/14,171692,16.8,3
27/11/14,173504,16.6,4
28/11/14,172479,16.9,5
29/11/14,166538,17.3,6
30/11/14,149821,18,7
01/12/14,168976,18.6,1
02/12/14,175998,18.5,2
03/12/14,176097,18.5,3
04/12/14,178160,18.9,4
05/12/14,180216,18.9,5
06/12/14,172406,18.8,6
07/12/14,156604,19.6,7
08/12/14,174433,18.9,1
09/12/14,181187,18.6,2
10/12/14,181147,18.1,3
11/12/14,179318,17.9,4
12/12/14,157550,18,5
13/12/14,162761,18.3,6
14/12/14,155972,18.9,7
15/12/14,175190,19.3,1
16/12/14,182323,19.5,2
17/12/14,181732,19.5,3
